account_id,instrument,side,units,entry_ticket,entry_timestamp,entry_price,stop_loss,take_profit,exit_ticket,exit_timestamp,exit_price,close_type,price_change,pnl,pnl_currency,holding_minutes
101-004-30719775-008,GBP/USD,Sell,10000.00,,2025-11-13T00:30:16+00:00,1.31245,,,,2025-11-13T01:15:44+00:00,1.31151,TAKE_PROFIT_ORDER,0.00094,9.40,USD,45.47
101-004-30719775-008,EUR/USD,Sell,10000.00,,2025-11-13T00:34:17+00:00,1.15812,,,,2025-11-13T01:41:15+00:00,1.15866,STOP_LOSS_ORDER,-0.00054,-5.40,USD,66.97
101-004-30719775-008,GBP/USD,Sell,10000.00,,2025-11-13T00:32:55+00:00,1.31193,,,,2025-11-13T02:01:56+00:00,1.31260,STOP_LOSS_ORDER,-0.00067,-6.70,USD,89.02
101-004-30719775-008,USD/JPY,Buy,31249.00,,2025-11-13T21:01:00+00:00,154.56800,,,,2025-11-13T21:20:52+00:00,154.54400,STOP_LOSS_ORDER,-0.02400,-4.88,USD,19.87
101-004-30719775-008,AUD/USD,Sell,10000.00,,2025-11-13T20:42:11+00:00,0.65295,,,,2025-11-13T22:05:08+00:00,0.65361,STOP_LOSS_ORDER,-0.00066,-7.00,USD,82.95
101-004-30719775-008,AUD/USD,Sell,10000.00,,2025-11-13T21:23:09+00:00,0.65291,,,,2025-11-13T22:05:08+00:00,0.65361,STOP_LOSS_ORDER,-0.00070,-6.60,USD,41.98
101-004-30719775-008,GBP/USD,Sell,10000.00,,2025-11-13T22:50:22+00:00,1.31729,,,,2025-11-13T22:54:22+00:00,1.31792,STOP_LOSS_ORDER,-0.00063,-6.30,USD,4.00
101-004-30719775-008,AUD/USD,Sell,10000.00,,2025-11-13T22:40:49+00:00,0.65283,,,,2025-11-13T22:58:28+00:00,0.65346,STOP_LOSS_ORDER,-0.00063,-6.30,USD,17.65
101-004-30719775-008,GBP/USD,Sell,10000.00,,2025-11-13T23:01:56+00:00,1.31626,,,,2025-11-13T23:10:22+00:00,1.31540,TAKE_PROFIT_ORDER,0.00086,8.60,USD,8.43
101-004-30719775-008,GBP/USD,Sell,10000.00,,2025-11-13T23:11:24+00:00,1.31450,,,,2025-11-13T23:34:45+00:00,1.31518,STOP_LOSS_ORDER,-0.00068,-6.80,USD,23.35
101-004-30719775-008,GBP/USD,Sell,10000.00,,2025-11-13T23:35:11+00:00,1.31502,,,,2025-11-14T00:01:04+00:00,1.31559,STOP_LOSS_ORDER,-0.00057,-5.70,USD,25.88
101-004-30719775-008,EUR/USD,Sell,10000.00,,2025-11-13T23:06:06+00:00,1.16305,,,,2025-11-14T00:17:27+00:00,1.16313,STOP_LOSS_ORDER,-0.00008,-5.50,USD,71.35
101-004-30719775-008,EUR/USD,Sell,10000.00,,2025-11-13T23:11:23+00:00,1.16258,,,,2025-11-14T00:20:29+00:00,1.16322,STOP_LOSS_ORDER,-0.00064,-5.30,USD,69.10
101-004-30719775-008,AUD/USD,Sell,10000.00,,2025-11-14T00:01:10+00:00,0.65264,,,,2025-11-14T00:31:55+00:00,0.65317,STOP_LOSS_ORDER,-0.00053,-5.30,USD,30.75
101-004-30719775-008,GBP/USD,Sell,10000.00,,2025-11-14T00:32:54+00:00,1.31537,,,,2025-11-14T00:42:28+00:00,1.31441,TAKE_PROFIT_ORDER,0.00096,9.60,USD,9.57
101-004-30719775-008,GBP/USD,Sell,10000.00,,2025-11-14T00:43:07+00:00,1.31415,,,,2025-11-14T00:58:05+00:00,1.31472,STOP_LOSS_ORDER,-0.00057,-5.70,USD,14.97
101-004-30719775-008,EUR/USD,Sell,10000.00,,2025-11-13T23:35:10+00:00,1.16269,,,,2025-11-14T01:27:19+00:00,1.16360,STOP_LOSS_ORDER,-0.00091,-5.50,USD,112.15
101-004-30719775-008,USD/JPY,Sell,23152.00,,2025-11-14T01:28:24+00:00,154.44900,,,,2025-11-14T01:28:34+00:00,154.48100,STOP_LOSS_ORDER,-0.03200,-4.82,USD,0.17
101-004-30719775-008,USD/JPY,Sell,23410.00,,2025-11-14T01:31:01+00:00,154.50700,,,,2025-11-14T01:31:15+00:00,154.53400,STOP_LOSS_ORDER,-0.02700,-4.11,USD,0.23
101-004-30719775-008,USD/JPY,Sell,24373.00,,2025-11-14T01:32:18+00:00,154.47300,,,,2025-11-14T01:32:31+00:00,154.49800,STOP_LOSS_ORDER,-0.02500,-3.96,USD,0.22
101-004-30719775-008,USD/JPY,Sell,23696.00,,2025-11-14T01:34:52+00:00,154.51400,,,,2025-11-14T01:35:03+00:00,154.54000,STOP_LOSS_ORDER,-0.02600,-4.01,USD,0.18
101-004-30719775-008,USD/JPY,Sell,24508.00,,2025-11-14T01:37:23+00:00,154.52500,,,,2025-11-14T01:38:33+00:00,154.54500,STOP_LOSS_ORDER,-0.02000,-3.19,USD,1.17
101-004-30719775-008,USD/JPY,Sell,24314.00,,2025-11-14T01:39:56+00:00,154.50700,,,,2025-11-14T01:45:21+00:00,154.47900,TAKE_PROFIT_ORDER,0.02800,4.39,USD,5.42
101-004-30719775-008,GBP/USD,Sell,10000.00,,2025-11-14T00:59:35+00:00,1.31471,,,,2025-11-14T01:48:41+00:00,1.31499,STOP_LOSS_ORDER,-0.00028,-6.80,USD,49.10
101-004-30719775-008,EUR/USD,Buy,10000.00,,2025-11-14T01:46:27+00:00,1.16383,,,,2025-11-14T02:00:00+00:00,1.16328,STOP_LOSS_ORDER,-0.00055,-5.50,USD,13.55
101-004-30719775-008,USD/JPY,Sell,24829.00,,2025-11-14T02:00:35+00:00,154.52300,,,,2025-11-14T02:02:01+00:00,154.49600,TAKE_PROFIT_ORDER,0.02700,4.32,USD,1.43
101-004-30719775-008,USD/JPY,Sell,25279.00,,2025-11-14T02:02:04+00:00,154.48800,,,,2025-11-14T02:02:34+00:00,154.51000,STOP_LOSS_ORDER,-0.02200,-3.62,USD,0.50
101-004-30719775-008,USD/JPY,Sell,27739.00,,2025-11-14T02:04:36+00:00,154.51300,,,,2025-11-14T02:04:50+00:00,154.53400,STOP_LOSS_ORDER,-0.02100,-3.79,USD,0.23
101-004-30719775-008,EUR/USD,Sell,10000.00,,2025-11-14T02:12:06+00:00,1.16297,,,,2025-11-14T02:16:48+00:00,1.16350,STOP_LOSS_ORDER,-0.00053,-5.30,USD,4.70
101-004-30719775-008,GBP/USD,Sell,10000.00,,2025-11-14T01:29:41+00:00,1.31431,,,,2025-11-14T02:27:00+00:00,1.31527,STOP_LOSS_ORDER,-0.00096,-5.60,USD,57.32
101-004-30719775-008,EUR/USD,Buy,10000.00,,2025-11-14T02:27:22+00:00,1.16374,,,,2025-11-14T02:32:31+00:00,1.16321,STOP_LOSS_ORDER,-0.00053,-5.30,USD,5.15
101-004-30719775-008,GBP/USD,Sell,10000.00,,2025-11-14T02:32:32+00:00,1.31452,,,,2025-11-14T02:52:12+00:00,1.31510,STOP_LOSS_ORDER,-0.00058,-5.80,USD,19.67
101-004-30719775-008,USD/JPY,Sell,26595.00,,2025-11-14T02:53:04+00:00,154.45300,,,,2025-11-14T02:53:26+00:00,154.47400,STOP_LOSS_ORDER,-0.02100,-3.63,USD,0.37
101-004-30719775-008,AUD/USD,Buy,10000.00,,2025-11-14T02:17:05+00:00,0.65491,,,,2025-11-14T02:59:55+00:00,0.65434,STOP_LOSS_ORDER,-0.00057,-5.70,USD,42.83
101-004-30719775-008,GBP/USD,Sell,10000.00,,2025-11-14T02:54:21+00:00,1.31500,,,,2025-11-14T03:24:54+00:00,1.31557,STOP_LOSS_ORDER,-0.00057,-5.70,USD,30.55
101-004-30719775-008,USD/JPY,Sell,25593.00,,2025-11-14T03:25:50+00:00,154.44000,,,,2025-11-14T03:31:08+00:00,154.41600,TAKE_PROFIT_ORDER,0.02400,3.96,USD,5.30
101-004-30719775-008,USD/JPY,Sell,23571.00,,2025-11-14T03:33:31+00:00,154.32300,,,,2025-11-14T03:33:37+00:00,154.34400,STOP_LOSS_ORDER,-0.02100,-3.22,USD,0.10
